Crash ID,State,Date,Day,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day
20221148,NSW & ACT,4-1-2022 9:00,Thursday,Multiple,No,No,No,100,Passenger,Female,79,Inner Regional Australia,Federation,National or State Highway,No,No,75_or_older,Weekday,Day
20221148,NSW & ACT,4-1-2022 9:00,Thursday,Multiple,No,No,No,100,Driver,Male,82,Inner Regional Australia,Federation,National or State Highway,No,No,75_or_older,Weekday,Day
20225101,WA,4-1-2022 20:00,Thursday,Single,No,No,No,100,Driver,Male,49,Unknown,Unknown,Unknown,No,No,40_to_64,Weekday,Night
20221020,NSW & ACT,4-1-2022 18:00,Saturday,Single,No,No,No,100,Pedestrian,Male,39,Outer Regional Australia,Hilltops,Arterial Road,No,No,26_to_39,Weekend,Night
20225142,WA,4-1-2022 5:00,Thursday,Single,No,Yes,No,100,Driver,Male,51,Unknown,Unknown,Unknown,No,No,40_to_64,Weekday,Night
20227003,NT,4-1-2022 21:00,Thursday,Single,No,No,No,60,Pedestrian,Male,62,Outer Regional Australia,Palmerston,Arterial Road,No,No,40_to_64,Weekday,Night
20226005,Tas,4-1-2022 18:00,Monday,Multiple,No,No,No,80,Driver,Female,71,Outer Regional Australia,Central Coast (Tas.),Local Road,No,No,65_to_74,Weekday,Night
20222137,Vic,4-1-2022 9:00,Sunday,Single,No,No,No,50,Pedestrian,Male,74,Major Cities of Australia,Yarra,Sub-Arterial Road,No,No,65_to_74,Weekend,Day
20222187,Vic,4-1-2022 9:00,Sunday,Single,No,No,No,50,Pedestrian,Male,87,Major Cities of Australia,Glen Eira,Sub-Arterial Road,No,Yes,75_or_older,Weekend,Day
20223245,Qld,4-1-2022 2:00,Saturday,Single,No,No,No,50,Pedestrian,Male,46,Major Cities of Australia,Ipswich,Local Road,No,Yes,40_to_64,Weekend,Night
20223273,Qld,4-1-2022 15:00,Thursday,Single,No,No,No,60,Pedestrian,Male,22,Major Cities of Australia,Sunshine Coast,Sub-Arterial Road,No,No,17_to_25,Weekday,Day
20223273,Qld,4-1-2022 15:00,Thursday,Single,No,No,No,60,Pedestrian,Male,25,Major Cities of Australia,Sunshine Coast,Sub-Arterial Road,No,No,17_to_25,Weekday,Day
20224050,SA,4-1-2022 20:00,Thursday,Multiple,No,No,Yes,110,Driver,Male,80,Very Remote Australia,Unincorporated SA,National or State Highway,No,No,75_or_older,Weekday,Night
20224010,SA,4-1-2022 15:00,Tuesday,Single,No,No,No,50,Pedestrian,Male,64,Major Cities of Australia,Salisbury,Local Road,No,No,40_to_64,Weekday,Day
20222135,Vic,4-1-2022 19:00,Tuesday,Single,No,No,No,80,Pedestrian,Female,15,Major Cities of Australia,Mornington Peninsula,Collector Road,No,No,0_to_16,Weekday,Night
20221183,NSW & ACT,4-1-2022 18:00,Thursday,Multiple,No,No,No,60,Driver,Male,79,Inner Regional Australia,Tamworth,National or State Highway,No,No,75_or_older,Weekday,Night
20222177,Vic,4-1-2022 12:00,Thursday,Single,No,No,No,60,Pedestrian,Male,92,Major Cities of Australia,Moreland,Arterial Road,No,No,75_or_older,Weekday,Day
20222175,Vic,4-1-2022 23:00,Thursday,Single,No,No,No,60,Pedestrian,Male,32,Major Cities of Australia,Port Phillip,Arterial Road,No,Yes,26_to_39,Weekday,Night
20224029,SA,4-1-2022 19:00,Wednesday,Single,No,No,No,110,Driver,Male,79,Remote Australia,Kangaroo Island,Sub-Arterial Road,No,No,75_or_older,Weekday,Night
20225070,WA,4-1-2022 0:00,Wednesday,Single,No,No,No,90,Driver,Male,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Weekday,Night
20228003,NSW & ACT,4-1-2022 4:00,Friday,Single,No,No,No,50,Pedestrian,Female,40,Major Cities of Australia,Unincorporated ACT,Collector Road,No,Yes,40_to_64,Weekday,Night
20222108,Vic,4-1-2022 19:00,Monday,Single,No,No,No,60,Pedestrian,Female,59,Major Cities of Australia,Melbourne,Sub-Arterial Road,No,Yes,40_to_64,Weekday,Night
20227008,NT,4-1-2022 4:00,Friday,Single,No,No,No,130,Pedestrian,Male,19,Very Remote Australia,Victoria Daly,National or State Highway,No,No,17_to_25,Weekday,Night
20221100,NSW & ACT,4-1-2022 5:00,Saturday,Multiple,No,Yes,No,100,Pedestrian,Male,51,Inner Regional Australia,Shoalhaven,National or State Highway,No,No,40_to_64,Weekend,Night
20221021,NSW & ACT,4-1-2022 16:00,Wednesday,Multiple,No,No,No,40,Pedestrian,Female,83,Major Cities of Australia,Canterbury-Bankstown,Collector Road,No,No,75_or_older,Weekday,Day
20223275,Qld,3-1-2022 20:00,Sunday,Multiple,No,No,No,100,Passenger,Female,28,Inner Regional Australia,Lockyer Valley,Sub-Arterial Road,No,No,26_to_39,Weekend,Night
20226013,Tas,3-1-2022 14:00,Wednesday,Multiple,No,No,No,100,Motorcycle rider,Male,27,Outer Regional Australia,Waratah-Wynyard,Collector Road,No,No,26_to_39,Weekday,Day
20224016,SA,3-1-2022 21:00,Saturday,Single,No,No,No,50,Passenger,Male,16,Inner Regional Australia,Adelaide Hills,Local Road,No,No,0_to_16,Weekend,Night
20227039,NT,3-1-2022 20:00,Saturday,Single,No,No,No,100,Driver,Male,20,Remote Australia,Unincorporated NT,Sub-Arterial Road,No,No,17_to_25,Weekend,Night
20221246,NSW & ACT,3-1-2022 20:00,Saturday,Multiple,No,No,No,100,Passenger,Male,19,Inner Regional Australia,Wagga Wagga,Arterial Road,No,No,17_to_25,Weekend,Night
20224061,SA,3-1-2022 19:00,Sunday,Single,No,No,No,110,Driver,Female,25,Outer Regional Australia,Port Augusta,National or State Highway,No,No,17_to_25,Weekend,Night
20225100,WA,3-1-2022 3:00,Saturday,Single,No,No,No,70,Pedestrian,Male,31,Unknown,Unknown,Unknown,No,No,26_to_39,Weekend,Night
20227012,NT,3-1-2022 3:00,Saturday,Single,No,No,No,130,Driver,Male,31,Remote Australia,West Arnhem,Arterial Road,No,No,26_to_39,Weekend,Night
20225001,WA,3-1-2022 3:00,Sunday,Multiple,No,Yes,No,110,Driver,Male,24,Unknown,Unknown,Unknown,No,No,17_to_25,Weekend,Night
20227031,NT,3-1-2022 21:00,Saturday,Multiple,No,No,No,80,Driver,Male,28,Outer Regional Australia,Darwin,Local Road,No,No,26_to_39,Weekend,Night
20225138,WA,3-1-2022 0:00,Monday,Single,No,No,No,90,Driver,Male,27,Unknown,Unknown,Unknown,No,No,26_to_39,Weekend,Night
20225003,WA,3-1-2022 18:00,Saturday,Multiple,No,No,No,60,Pedestrian,Male,47,Unknown,Unknown,Unknown,No,No,40_to_64,Weekend,Night
20225124,WA,3-1-2022 0:00,Thursday,Multiple,No,No,No,50,Pedestrian,Female,37,Unknown,Unknown,Unknown,No,No,26_to_39,Weekday,Night
20222035,Vic,3-1-2022 0:00,Thursday,Multiple,No,No,No,70,Driver,Male,32,Major Cities of Australia,Mornington Peninsula,Arterial Road,No,No,26_to_39,Weekday,Night
20222027,Vic,3-1-2022 23:00,Thursday,Single,No,No,No,Unknown,Driver,Female,25,Inner Regional Australia,Greater Bendigo,Local Road,No,No,17_to_25,Weekday,Night
20226040,Tas,3-1-2022 21:00,Friday,Single,No,No,No,100,Driver,Male,20,Outer Regional Australia,Waratah-Wynyard,Collector Road,No,No,17_to_25,Weekend,Night
20223169,Qld,3-1-2022 23:00,Sunday,Single,No,No,Yes,100,Driver,Male,22,Outer Regional Australia,Charters Towers,National or State Highway,No,No,17_to_25,Weekend,Night
20222079,Vic,3-1-2022 19:00,Wednesday,Multiple,No,No,No,100,Motorcycle rider,Male,18,Inner Regional Australia,Greater Bendigo,Arterial Road,No,No,17_to_25,Weekday,Night
20223128,Qld,3-1-2022 21:00,Monday,Single,No,No,No,60,Driver,Male,39,Remote Australia,Douglas,Collector Road,No,No,26_to_39,Weekday,Night
20221192,NSW & ACT,3-1-2022 22:00,Saturday,Single,No,No,No,100,Driver,Male,31,Inner Regional Australia,Berrigan,National or State Highway,No,No,26_to_39,Weekend,Night
20221218,NSW & ACT,3-1-2022 21:00,Wednesday,Multiple,No,No,No,60,Motorcycle rider,Male,35,Major Cities of Australia,Blacktown,Arterial Road,No,No,26_to_39,Weekday,Night
20221104,NSW & ACT,3-1-2022 0:00,Sunday,Single,No,No,No,110,Driver,Male,28,Outer Regional Australia,Bland,National or State Highway,No,No,26_to_39,Weekend,Night
20221247,NSW & ACT,3-1-2022 5:00,Sunday,Multiple,No,No,Yes,100,Driver,Female,38,Inner Regional Australia,Armidale,National or State Highway,No,No,26_to_39,Weekend,Night
20225160,WA,3-1-2022 18:00,Sunday,Single,No,No,No,100,Driver,Male,28,Unknown,Unknown,Unknown,No,No,26_to_39,Weekend,Night
20221198,NSW & ACT,3-1-2022 23:00,Sunday,Multiple,No,No,No,70,Passenger,Male,34,Major Cities of Australia,Cumberland,National or State Highway,No,No,26_to_39,Weekend,Night
20226040,Tas,3-1-2022 21:00,Friday,Single,No,No,No,100,Passenger,Male,27,Outer Regional Australia,Waratah-Wynyard,Collector Road,No,No,26_to_39,Weekend,Night
20223135,Qld,3-1-2022 7:00,Sunday,Multiple,No,No,Yes,100,Driver,Female,23,Outer Regional Australia,Mackay,National or State Highway,No,No,17_to_25,Weekend,Day
20223102,Qld,3-1-2022 17:00,Saturday,Multiple,No,No,No,60,Motorcycle rider,Male,31,Major Cities of Australia,Logan,Local Road,No,No,26_to_39,Weekend,Day
20222043,Vic,3-1-2022 13:00,Sunday,Multiple,No,No,No,60,Driver,Female,35,Inner Regional Australia,Greater Geelong,Sub-Arterial Road,No,No,26_to_39,Weekend,Day
20225001,WA,3-1-2022 3:00,Sunday,Multiple,No,Yes,No,110,Driver,Male,61,Unknown,Unknown,Unknown,No,No,40_to_64,Weekend,Night
20222220,Vic,3-1-2022 5:00,Monday,Single,No,No,No,100,Driver,Male,47,Inner Regional Australia,Moira,Sub-Arterial Road,No,No,40_to_64,Weekend,Night
20221096,NSW & ACT,3-1-2022 11:00,Sunday,Multiple,No,No,No,70,Passenger,Female,40,Major Cities of Australia,Sutherland,National or State Highway,No,No,40_to_64,Weekend,Day
20222054,Vic,3-1-2022 10:00,Saturday,Multiple,No,No,No,100,Pedal cyclist,Male,44,Inner Regional Australia,Greater Bendigo,Arterial Road,No,No,40_to_64,Weekend,Day
20222049,Vic,3-1-2022 12:00,Saturday,Single,No,No,No,80,Motorcycle rider,Male,47,Outer Regional Australia,Wellington,National or State Highway,No,No,40_to_64,Weekend,Day
20225113,WA,3-1-2022 7:00,Sunday,Single,No,No,No,110,Driver,Male,66,Unknown,Unknown,Unknown,No,No,65_to_74,Weekend,Day
20225085,WA,3-1-2022 15:00,Sunday,Single,No,No,No,110,Driver,Male,68,Unknown,Unknown,Unknown,No,No,65_to_74,Weekend,Day
20223244,Qld,3-1-2022 16:00,Sunday,Single,No,No,No,60,Driver,Male,67,Outer Regional Australia,South Burnett,Local Road,No,No,65_to_74,Weekend,Day
20225083,WA,3-1-2022 6:00,Saturday,Single,No,No,No,110,Driver,Male,29,Unknown,Unknown,Unknown,No,No,26_to_39,Weekend,Day
20223052,Qld,3-1-2022 15:00,Thursday,Single,No,No,No,50,Motorcycle rider,Male,25,Outer Regional Australia,Cairns,Local Road,No,No,17_to_25,Weekday,Day
20223062,Qld,3-1-2022 14:00,Tuesday,Single,No,No,No,100,Driver,Male,16,Inner Regional Australia,Southern Downs,National or State Highway,No,No,0_to_16,Weekday,Day
20223075,Qld,3-1-2022 17:00,Tuesday,Single,No,No,No,100,Driver,Male,22,Outer Regional Australia,Mackay,Local Road,No,No,17_to_25,Weekday,Day
20221036,NSW & ACT,3-1-2022 19:00,Saturday,Single,No,No,No,50,Driver,Male,68,Major Cities of Australia,Central Coast (NSW),Local Road,No,No,65_to_74,Weekend,Night
20223087,Qld,3-1-2022 17:00,Monday,Multiple,No,No,No,100,Driver,Female,21,Inner Regional Australia,Moreton Bay,Sub-Arterial Road,No,No,17_to_25,Weekday,Day
20221198,NSW & ACT,3-1-2022 23:00,Sunday,Multiple,No,No,No,70,Driver,Female,67,Major Cities of Australia,Cumberland,National or State Highway,No,No,65_to_74,Weekend,Night
20221253,NSW & ACT,3-1-2022 12:00,Wednesday,Single,No,No,No,100,Driver,Female,22,Inner Regional Australia,Goulburn Mulwaree,Arterial Road,No,No,17_to_25,Weekday,Day
20222163,Vic,3-1-2022 13:00,Friday,Multiple,No,No,No,60,Motorcycle rider,Male,28,Major Cities of Australia,Port Phillip,Local Road,No,No,26_to_39,Weekday,Day
20221066,NSW & ACT,3-1-2022 13:00,Thursday,Multiple,No,No,No,110,Driver,Female,33,Inner Regional Australia,Mid-Coast,National or State Highway,No,No,26_to_39,Weekday,Day
20223197,Qld,3-1-2022 15:00,Friday,Single,No,No,No,80,Motorcycle rider,Male,36,Major Cities of Australia,Gold Coast,National or State Highway,No,No,26_to_39,Weekday,Day
20221144,NSW & ACT,3-1-2022 6:00,Tuesday,Single,No,No,No,90,Driver,Male,38,Inner Regional Australia,Eurobodalla,Arterial Road,No,No,26_to_39,Weekday,Day
20223144,Qld,3-1-2022 8:00,Monday,Single,No,No,No,100,Passenger,Male,32,Inner Regional Australia,Toowoomba,Local Road,No,No,26_to_39,Weekday,Day
20223234,Qld,3-1-2022 17:00,Wednesday,Single,No,No,No,50,Motorcycle pillion passenger,Female,27,Outer Regional Australia,Douglas,Local Road,No,No,26_to_39,Weekday,Day
20225040,WA,3-1-2022 19:00,Friday,Multiple,No,No,No,60,Passenger,Male,89,Unknown,Unknown,Unknown,No,No,75_or_older,Weekend,Night
20225040,WA,3-1-2022 19:00,Friday,Multiple,No,No,No,60,Driver,Female,84,Unknown,Unknown,Unknown,No,No,75_or_older,Weekend,Night
20222097,Vic,3-1-2022 12:00,Wednesday,Multiple,No,Yes,No,100,Driver,Male,34,Outer Regional Australia,Ararat,Sub-Arterial Road,No,No,26_to_39,Weekday,Day
20224017,SA,3-1-2022 12:00,Monday,Single,No,No,No,60,Motorcycle rider,Male,45,Major Cities of Australia,Holdfast Bay,Arterial Road,No,No,40_to_64,Weekday,Day
20221066,NSW & ACT,3-1-2022 13:00,Thursday,Multiple,No,No,No,110,Motorcycle rider,Male,40,Inner Regional Australia,Mid-Coast,National or State Highway,No,No,40_to_64,Weekday,Day
20221042,NSW & ACT,3-1-2022 8:00,Friday,Multiple,No,Yes,No,100,Driver,Male,53,Inner Regional Australia,Snowy Monaro,National or State Highway,No,No,40_to_64,Weekday,Day
20222089,Vic,3-1-2022 11:00,Wednesday,Single,No,No,No,100,Driver,Male,42,Inner Regional Australia,Latrobe (Vic.),Arterial Road,No,No,40_to_64,Weekday,Day
20226041,Tas,3-1-2022 16:00,Tuesday,Multiple,No,No,No,70,Passenger,Female,62,Outer Regional Australia,Devonport,Arterial Road,No,No,40_to_64,Weekday,Day
20222030,Vic,3-1-2022 13:00,Friday,Single,No,No,No,100,Other/Unknown,Male,56,Inner Regional Australia,Campaspe,Local Road,No,No,40_to_64,Weekday,Day
20225161,WA,3-1-2022 4:00,Wednesday,Single,No,No,No,70,Driver,Female,40,Unknown,Unknown,Unknown,No,No,40_to_64,Weekday,Night
20221075,NSW & ACT,3-1-2022 9:00,Friday,Multiple,No,No,No,80,Driver,Female,55,Inner Regional Australia,Queanbeyan-Palerang,Arterial Road,No,No,40_to_64,Weekday,Day
20222176,Vic,3-1-2022 19:00,Monday,Multiple,No,No,No,80,Motorcycle rider,Male,19,Inner Regional Australia,Wodonga,National or State Highway,No,No,17_to_25,Weekday,Night
20221055,NSW & ACT,3-1-2022 13:00,Tuesday,Single,No,No,No,70,Driver,Male,64,Inner Regional Australia,Wingecarribee,Arterial Road,No,No,40_to_64,Weekday,Day
20221216,NSW & ACT,3-1-2022 1:00,Wednesday,Single,No,No,No,100,Driver,Male,23,Inner Regional Australia,Orange,Arterial Road,No,No,17_to_25,Weekday,Night
20225011,WA,3-1-2022 17:00,Friday,Multiple,No,No,No,110,Driver,Male,47,Unknown,Unknown,Unknown,No,No,40_to_64,Weekday,Day
20221050,NSW & ACT,3-1-2022 5:00,Wednesday,Multiple,No,No,No,100,Driver,Male,21,Outer Regional Australia,Narrabri,National or State Highway,No,No,17_to_25,Weekday,Night
20222144,Vic,3-1-2022 23:00,Thursday,Single,No,No,No,100,Driver,Female,24,Inner Regional Australia,Greater Bendigo,Arterial Road,No,No,17_to_25,Weekday,Night
20221039,NSW & ACT,3-1-2022 14:00,Tuesday,Multiple,No,No,No,70,Driver,Male,74,Major Cities of Australia,Fairfield,Local Road,No,No,65_to_74,Weekday,Day
20223219,Qld,3-1-2022 12:00,Monday,Multiple,No,No,Yes,60,Driver,Male,67,Outer Regional Australia,Mareeba,National or State Highway,No,No,65_to_74,Weekday,Day
20221145,NSW & ACT,3-1-2022 22:00,Wednesday,Single,No,No,No,70,Motorcycle rider,Male,18,Major Cities of Australia,Liverpool,Arterial Road,No,No,17_to_25,Weekday,Night
20221175,NSW & ACT,3-1-2022 8:00,Friday,Multiple,No,Yes,No,80,Pedal cyclist,Female,70,Inner Regional Australia,Wingecarribee,Local Road,No,No,65_to_74,Weekday,Day
20223018,Qld,3-1-2022 16:00,Thursday,Multiple,No,No,No,100,Driver,Male,65,Outer Regional Australia,Gladstone,National or State Highway,No,No,65_to_74,Weekday,Day
20224008,SA,3-1-2022 9:00,Friday,Multiple,No,No,No,80,Motorcycle rider,Male,65,Outer Regional Australia,Port Augusta,National or State Highway,No,No,65_to_74,Weekday,Day
20221119,NSW & ACT,3-1-2022 12:00,Friday,Single,No,No,No,100,Driver,Male,69,Outer Regional Australia,Warrumbungle,Arterial Road,No,No,65_to_74,Weekday,Day
20223139,Qld,3-1-2022 5:00,Thursday,Multiple,No,Yes,No,100,Motorcycle rider,Male,33,Major Cities of Australia,Logan,National or State Highway,No,No,26_to_39,Weekday,Night
20221169,NSW & ACT,3-1-2022 16:00,Monday,Multiple,No,No,No,80,Passenger,Female,80,Inner Regional Australia,Tweed,Sub-Arterial Road,No,No,75_or_older,Weekday,Day
20222223,Vic,3-1-2022 13:00,Friday,Multiple,No,No,Yes,100,Driver,Male,87,Inner Regional Australia,Corangamite,Local Road,No,No,75_or_older,Weekday,Day
20225131,WA,3-1-2022 22:00,Thursday,Single,No,No,No,110,Driver,Male,38,Unknown,Unknown,Unknown,No,No,26_to_39,Weekday,Night
20222100,Vic,3-1-2022 0:00,Friday,Single,No,No,No,60,Driver,Male,43,Inner Regional Australia,Yarra Ranges,Arterial Road,No,No,40_to_64,Weekday,Night
20221046,NSW & ACT,3-1-2022 11:00,Monday,Multiple,No,No,No,100,Passenger,Female,91,Inner Regional Australia,Tamworth,Local Road,No,No,75_or_older,Weekday,Day
20223210,Qld,3-1-2022 9:00,Monday,Multiple,No,No,No,100,Driver,Male,82,Outer Regional Australia,Tablelands,Sub-Arterial Road,No,No,75_or_older,Weekday,Day
20224064,SA,3-1-2022 14:00,Thursday,Multiple,No,Yes,No,60,Driver,Male,86,Major Cities of Australia,Campbelltown (SA),Sub-Arterial Road,No,No,75_or_older,Weekday,Day
20222037,Vic,3-1-2022 14:00,Thursday,Single,No,No,No,100,Passenger,Female,93,Inner Regional Australia,Wodonga,National or State Highway,No,No,75_or_older,Weekday,Day
20226015,Tas,3-1-2022 11:00,Tuesday,Single,No,No,No,100,Motorcycle rider,Male,70,Outer Regional Australia,Break O'Day,National or State Highway,No,No,65_to_74,Weekday,Day
20223131,Qld,3-1-2022 1:00,Thursday,Single,No,Yes,No,40,Driver,Male,52,Major Cities of Australia,Brisbane,National or State Highway,No,No,40_to_64,Weekday,Night
20221236,NSW & ACT,3-1-2022 4:00,Tuesday,Single,No,No,No,100,Driver,Male,43,Remote Australia,Carrathool,Arterial Road,No,No,40_to_64,Weekday,Night
20223133,Qld,3-1-2022 20:00,Wednesday,Multiple,No,No,No,100,Driver,Female,49,Inner Regional Australia,Fraser Coast,National or State Highway,No,No,40_to_64,Weekday,Night
20221117,NSW & ACT,3-1-2022 20:00,Thursday,Single,Yes,No,No,60,Pedestrian,Female,25,Major Cities of Australia,Inner West,National or State Highway,No,No,17_to_25,Weekday,Night
20222136,Vic,3-1-2022 23:00,Friday,Single,No,No,No,60,Pedestrian,Female,47,Major Cities of Australia,Yarra Ranges,National or State Highway,No,No,40_to_64,Weekend,Night
20221200,NSW & ACT,3-1-2022 15:00,Sunday,Single,No,No,No,60,Pedestrian,Male,87,Major Cities of Australia,Inner West,Arterial Road,No,No,75_or_older,Weekend,Day
20223183,Qld,3-1-2022 7:00,Tuesday,Single,No,No,No,50,Pedestrian,Male,84,Outer Regional Australia,Mareeba,Local Road,No,No,75_or_older,Weekday,Day
20221130,NSW & ACT,3-1-2022 5:00,Wednesday,Single,No,No,No,50,Pedestrian,Female,54,Major Cities of Australia,Tweed,Local Road,No,No,40_to_64,Weekday,Night
20223236,Qld,3-1-2022 18:00,Wednesday,Single,No,No,No,60,Pedestrian,Male,79,Major Cities of Australia,Sunshine Coast,Local Road,No,No,75_or_older,Weekday,Night
20221043,NSW & ACT,3-1-2022 6:00,Monday,Multiple,No,No,No,50,Pedestrian,Female,54,Inner Regional Australia,Uralla,Local Road,No,No,40_to_64,Weekday,Day
20226022,Tas,3-1-2022 6:00,Friday,Multiple,No,Yes,No,110,Pedestrian,Male,64,Inner Regional Australia,Meander Valley,National or State Highway,No,No,40_to_64,Weekday,Day
20221243,NSW & ACT,2-1-2022 4:00,Sunday,Multiple,No,No,Yes,100,Driver,Male,58,Outer Regional Australia,Upper Hunter,National or State Highway,No,No,40_to_64,Weekend,Night
20223074,Qld,2-1-2022 4:00,Wednesday,Single,No,No,No,60,Driver,Female,63,Inner Regional Australia,Sunshine Coast,Sub-Arterial Road,No,No,40_to_64,Weekday,Night
20225091,WA,2-1-2022 1:00,Sunday,Multiple,No,No,No,80,Other/Unknown,Male,13,Unknown,Unknown,Unknown,No,No,0_to_16,Weekend,Night
20223165,Qld,2-1-2022 0:00,Sunday,Single,No,No,No,100,Passenger,Male,23,Outer Regional Australia,Townsville,National or State Highway,No,No,17_to_25,Weekend,Night
20225134,WA,2-1-2022 3:00,Sunday,Single,No,No,No,110,Passenger,Male,0,Unknown,Unknown,Unknown,No,No,0_to_16,Weekend,Night
20223042,Qld,2-1-2022 1:00,Monday,Single,No,No,No,60,Passenger,Male,14,Outer Regional Australia,Cairns,Collector Road,No,No,0_to_16,Weekend,Night
20222077,Vic,2-1-2022 23:00,Saturday,Single,No,No,No,100,Driver,Male,26,Inner Regional Australia,Campaspe,Sub-Arterial Road,No,No,26_to_39,Weekend,Night
20227038,NT,2-1-2022 18:00,Saturday,Single,No,No,No,70,Passenger,Male,36,Outer Regional Australia,Litchfield,Sub-Arterial Road,No,No,26_to_39,Weekend,Night
20227038,NT,2-1-2022 18:00,Saturday,Single,No,No,No,70,Passenger,Male,27,Outer Regional Australia,Litchfield,Sub-Arterial Road,No,No,26_to_39,Weekend,Night
20227038,NT,2-1-2022 18:00,Saturday,Single,No,No,No,70,Passenger,Male,30,Outer Regional Australia,Litchfield,Sub-Arterial Road,No,No,26_to_39,Weekend,Night
20227038,NT,2-1-2022 18:00,Saturday,Single,No,No,No,70,Driver,Male,32,Outer Regional Australia,Litchfield,Sub-Arterial Road,No,No,26_to_39,Weekend,Night
20223230,Qld,2-1-2022 23:00,Saturday,Single,No,No,No,100,Passenger,Male,22,Very Remote Australia,Carpentaria,Collector Road,No,No,17_to_25,Weekend,Night
20222239,Vic,2-1-2022 20:00,Saturday,Multiple,No,No,No,50,Motorcycle rider,Male,20,Major Cities of Australia,Hume,Local Road,No,No,17_to_25,Weekend,Night
20225134,WA,2-1-2022 3:00,Sunday,Single,No,No,No,110,Driver,Male,20,Unknown,Unknown,Unknown,No,No,17_to_25,Weekend,Night
20227026,NT,2-1-2022 0:00,Friday,Single,No,No,No,100,Driver,Male,22,Remote Australia,Unincorporated NT,Sub-Arterial Road,No,No,17_to_25,Weekday,Night
20221245,NSW & ACT,2-1-2022 22:00,Thursday,Multiple,No,No,No,80,Motorcycle rider,Male,22,Inner Regional Australia,Bathurst,National or State Highway,No,No,17_to_25,Weekday,Night
20221065,NSW & ACT,2-1-2022 21:00,Saturday,Multiple,No,No,No,80,Passenger,Male,18,Inner Regional Australia,Wollondilly,Sub-Arterial Road,No,No,17_to_25,Weekend,Night
20221224,NSW & ACT,2-1-2022 16:00,Saturday,Multiple,No,Yes,No,80,Motorcycle rider,Male,24,Outer Regional Australia,Hawkesbury,Arterial Road,No,No,17_to_25,Weekend,Day
20221189,NSW & ACT,2-1-2022 7:00,Saturday,Multiple,No,No,No,50,Motorcycle rider,Male,16,Major Cities of Australia,Sydney,Collector Road,No,No,0_to_16,Weekend,Day
20223255,Qld,2-1-2022 3:00,Sunday,Single,No,No,No,60,Driver,Male,34,Major Cities of Australia,Brisbane,Collector Road,No,No,26_to_39,Weekend,Night
20224019,SA,2-1-2022 13:00,Sunday,Single,No,No,No,100,Driver,Female,23,Inner Regional Australia,Light,Sub-Arterial Road,No,No,17_to_25,Weekend,Day
20223013,Qld,2-1-2022 12:00,Sunday,Multiple,No,No,No,70,Passenger,Male,23,Major Cities of Australia,Moreton Bay,Sub-Arterial Road,No,No,17_to_25,Weekend,Day
20224055,SA,2-1-2022 6:00,Sunday,Single,No,No,No,100,Driver,Male,19,Inner Regional Australia,Mount Barker,Arterial Road,No,No,17_to_25,Weekend,Day
20221231,NSW & ACT,2-1-2022 14:00,Sunday,Single,No,No,No,50,Driver,Female,19,Major Cities of Australia,Newcastle,Local Road,No,No,17_to_25,Weekend,Day
20223015,Qld,2-1-2022 16:00,Sunday,Single,No,No,No,60,Driver,Female,29,Major Cities of Australia,Sunshine Coast,Local Road,No,No,26_to_39,Weekend,Day
20222199,Vic,2-1-2022 9:00,Saturday,Multiple,No,No,No,70,Motorcycle rider,Male,27,Major Cities of Australia,Yarra,Arterial Road,No,No,26_to_39,Weekend,Day
20224032,SA,2-1-2022 11:00,Sunday,Single,No,No,No,100,Driver,Male,37,Outer Regional Australia,Naracoorte Lucindale,Sub-Arterial Road,No,No,26_to_39,Weekend,Day
20221005,NSW & ACT,2-1-2022 12:00,Saturday,Single,No,No,No,100,Driver,Male,33,Outer Regional Australia,Gilgandra,Sub-Arterial Road,No,No,26_to_39,Weekend,Day
20223090,Qld,2-1-2022 16:00,Saturday,Multiple,No,No,No,50,Motorcycle rider,Male,32,Inner Regional Australia,Scenic Rim,Sub-Arterial Road,No,No,26_to_39,Weekend,Day
20221084,NSW & ACT,2-1-2022 19:00,Sunday,Multiple,No,No,No,80,Driver,Male,54,Major Cities of Australia,Camden,Local Road,No,No,40_to_64,Weekend,Night
20223142,Qld,2-1-2022 20:00,Sunday,Single,No,No,No,60,Driver,Female,42,Major Cities of Australia,Gold Coast,Local Road,No,No,40_to_64,Weekend,Night
20225045,WA,2-1-2022 11:00,Saturday,Multiple,No,No,No,90,Motorcycle rider,Male,37,Unknown,Unknown,Unknown,No,No,26_to_39,Weekend,Day
20222004,Vic,2-1-2022 14:00,Sunday,Single,No,No,No,60,Motorcycle rider,Male,62,Inner Regional Australia,Macedon Ranges,Sub-Arterial Road,No,No,40_to_64,Weekend,Day
20222154,Vic,2-1-2022 22:00,Sunday,Multiple,No,No,No,100,Driver,Male,60,Major Cities of Australia,Melton,National or State Highway,No,No,40_to_64,Weekend,Night
20221215,NSW & ACT,2-1-2022 18:00,Saturday,Multiple,No,No,Yes,80,Driver,Male,48,Very Remote Australia,Brewarrina,National or State Highway,No,No,40_to_64,Weekend,Night
