Crash ID,State,Month,Year,Day,Time,Crash Type,Number Fatalities,"Bus 
Involvement",Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,National Remoteness Areas,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Day of week,Time of Day,Time
20201072,NSW & ACT,7,2020,Sunday,12:00,Single,1,No,No,No,100,Outer Regional Australia,Tenterfield,National or State Highway,No,No,Weekend,Day,12:00
20202033,Vic,7,2020,Friday,12:00,Single,1,No,No,No,100,Inner Regional Australia,Mitchell,Sub-Arterial Road,No,No,Weekday,Day,12:00
20203238,Qld,7,2020,Monday,7:00,Single,1,No,No,No,100,Remote Australia,Balonne,Collector Road,No,No,Weekday,Day,7:00
20203243,Qld,7,2020,Thursday,19:00,Multiple,1,No,No,No,100,Inner Regional Australia,Fraser Coast,National or State Highway,No,No,Weekday,Night,19:00
20203048,Qld,7,2020,Saturday,10:00,Single,1,No,No,No,80,Very Remote Australia,Mareeba,Local Road,No,No,Weekend,Day,10:00
20206007,Tas,7,2020,Saturday,14:00,Multiple,1,No,No,No,40,Remote Australia,Circular Head,Unknown,No,No,Weekend,Day,14:00
20206009,Tas,7,2020,Tuesday,15:00,Multiple,1,No,Yes,No,70,Inner Regional Australia,Brighton,Arterial Road,No,No,Weekday,Day,15:00
20201238,NSW & ACT,7,2020,Monday,16:00,Single,1,No,No,No,40,Major Cities of Australia,Sydney,Collector Road,No,No,Weekday,Day,16:00
20203116,Qld,7,2020,Saturday,15:00,Single,1,No,No,No,80,Outer Regional Australia,Mareeba,Local Road,No,No,Weekend,Day,15:00
20203205,Qld,7,2020,Tuesday,6:00,Multiple,1,No,No,No,50,Major Cities of Australia,Brisbane,Local Road,No,No,Weekday,Day,6:00
20205016,WA,7,2020,Sunday,2:00,Single,1,No,No,No,60,Unknown,Unknown,Unknown,No,No,Weekend,Night,2:00
20205018,WA,7,2020,Monday,20:00,Single,1,No,No,No,100,Very Remote Australia,Derby-West Kimberley,Local Road,No,No,Weekday,Night,20:00
20207002,NT,7,2020,Friday,23:00,Single,1,No,No,No,130,Remote Australia,Katherine,National or State Highway,No,No,Weekend,Night,23:00
20208003,NSW & ACT,7,2020,Monday,14:00,Multiple,1,No,No,No,70,Major Cities of Australia,Unincorporated ACT,Local Road,No,No,Weekday,Day,14:00
20202031,Vic,7,2020,Friday,19:00,Single,1,No,No,No,50,Major Cities of Australia,Greater Geelong,Local Road,No,No,Weekend,Night,19:00
20202084,Vic,7,2020,Thursday,17:00,Single,1,No,No,No,100,Inner Regional Australia,Murrindindi,Collector Road,No,No,Weekday,Day,17:00
20202146,Vic,7,2020,Saturday,1:00,Single,1,No,No,No,60,Outer Regional Australia,East Gippsland,Local Road,No,No,Weekend,Night,1:00
20201065,NSW & ACT,6,2020,Monday,11:00,Multiple,1,No,No,No,50,Major Cities of Australia,Waverley,Local Road,No,No,Weekday,Day,11:00
20201071,NSW & ACT,6,2020,Tuesday,11:00,Single,1,No,No,Yes,100,Outer Regional Australia,Tamworth,Arterial Road,No,No,Weekday,Day,11:00
20201097,NSW & ACT,6,2020,Wednesday,11:00,Single,1,No,No,No,60,Major Cities of Australia,Central Coast (NSW),Local Road,No,No,Weekday,Day,11:00
20203114,Qld,6,2020,Sunday,13:00,Multiple,1,No,No,No,70,Major Cities of Australia,Logan,Sub-Arterial Road,No,No,Weekend,Day,13:00
20203123,Qld,6,2020,Monday,1:00,Single,1,No,No,No,100,Major Cities of Australia,Moreton Bay,National or State Highway,No,No,Weekend,Night,1:00
20203129,Qld,6,2020,Sunday,4:00,Single,4,No,No,No,70,Outer Regional Australia,Townsville,National or State Highway,No,No,Weekend,Night,4:00
20205119,WA,6,2020,Friday,8:00,Multiple,1,No,No,No,60,Major Cities of Australia,Swan,National or State Highway,No,No,Weekday,Day,8:00
20205092,WA,6,2020,Tuesday,18:00,Single,1,No,No,No,110,Very Remote Australia,Wyndham-East Kimberley,Arterial Road,No,No,Weekday,Night,18:00
20201105,NSW & ACT,6,2020,Friday,15:00,Single,1,No,No,No,80,Inner Regional Australia,Port Stephens,Sub-Arterial Road,No,No,Weekday,Day,15:00
20201167,NSW & ACT,6,2020,Wednesday,14:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,Narromine,Local Road,No,No,Weekday,Day,14:00
20201010,NSW & ACT,6,2020,Tuesday,5:00,Single,1,No,No,No,100,Inner Regional Australia,Greater Hume,Sub-Arterial Road,No,No,Weekday,Night,5:00
20201011,NSW & ACT,6,2020,Saturday,13:00,Single,1,No,No,No,100,Outer Regional Australia,Snowy Monaro,Sub-Arterial Road,No,No,Weekend,Day,13:00
20202043,Vic,6,2020,Monday,9:00,Single,1,No,Yes,No,80,Remote Australia,East Gippsland,Arterial Road,No,No,Weekday,Day,9:00
20203165,Qld,6,2020,Friday,1:00,Multiple,2,No,No,Yes,100,Inner Regional Australia,Fraser Coast,National or State Highway,No,No,Weekday,Night,1:00
20205023,WA,6,2020,Monday,18:00,Single,1,No,No,No,60,Major Cities of Australia,Perth,National or State Highway,No,No,Weekday,Night,18:00
20205052,WA,6,2020,Wednesday,13:00,Multiple,1,No,No,No,100,Inner Regional Australia,Dardanup,Local Road,No,No,Weekday,Day,13:00
20207013,NT,6,2020,Saturday,1:00,Single,1,No,No,No,110,Very Remote Australia,Central Desert,Sub-Arterial Road,No,No,Weekend,Night,1:00
20201128,NSW & ACT,6,2020,Saturday,14:00,Multiple,1,No,No,No,80,Major Cities of Australia,Blue Mountains,National or State Highway,No,No,Weekend,Day,14:00
20202103,Vic,6,2020,Sunday,12:00,Single,1,No,No,No,100,Inner Regional Australia,Yarra Ranges,Arterial Road,No,No,Weekend,Day,12:00
20202048,Vic,6,2020,Saturday,17:00,Multiple,2,No,No,No,100,Major Cities of Australia,Casey,Arterial Road,No,No,Weekend,Day,17:00
20202066,Vic,6,2020,Tuesday,8:00,Multiple,1,No,No,Yes,100,Major Cities of Australia,Casey,National or State Highway,No,No,Weekday,Day,8:00
20203154,Qld,6,2020,Saturday,21:00,Single,1,No,No,No,60,Remote Australia,Whitsunday,Sub-Arterial Road,No,No,Weekend,Night,21:00
20203176,Qld,6,2020,Friday,14:00,Single,1,No,No,No,100,Remote Australia,Hinchinbrook,Sub-Arterial Road,No,No,Weekday,Day,14:00
20203197,Qld,6,2020,Tuesday,19:00,Single,1,No,No,No,70,Major Cities of Australia,Gold Coast,National or State Highway,No,No,Weekday,Night,19:00
20201007,NSW & ACT,6,2020,Wednesday,14:00,Single,1,No,No,No,100,Outer Regional Australia,Hilltops,Sub-Arterial Road,No,No,Weekday,Day,14:00
20202067,Vic,6,2020,Tuesday,4:00,Single,1,No,No,No,60,Major Cities of Australia,Greater Geelong,Local Road,No,No,Weekday,Night,4:00
20203217,Qld,6,2020,Friday,11:00,Multiple,1,No,No,No,80,Major Cities of Australia,Sunshine Coast,Sub-Arterial Road,No,No,Weekday,Day,11:00
20203031,Qld,6,2020,Friday,9:00,Single,1,No,No,No,50,Inner Regional Australia,Toowoomba,Collector Road,No,No,Weekday,Day,9:00
20203050,Qld,6,2020,Monday,5:00,Single,1,No,No,No,60,Major Cities of Australia,Moreton Bay,Local Road,No,No,Weekend,Night,5:00
20204077,SA,6,2020,Sunday,14:00,Multiple,1,No,No,No,60,Major Cities of Australia,West Torrens,Collector Road,No,No,Weekend,Day,14:00
20205116,WA,6,2020,Wednesday,1:00,Multiple,1,No,No,No,50,Major Cities of Australia,Joondalup,Local Road,No,No,Weekday,Night,1:00
20205124,WA,6,2020,Monday,15:00,Multiple,1,No,No,No,110,Inner Regional Australia,Capel,Local Road,No,No,Weekday,Day,15:00
20205136,WA,6,2020,Monday,11:00,Multiple,2,No,Yes,No,110,Outer Regional Australia,Greater Geraldton,Arterial Road,No,No,Weekday,Day,11:00
20205029,WA,6,2020,Saturday,15:00,Single,1,No,No,No,110,Inner Regional Australia,Gingin,Arterial Road,No,No,Weekend,Day,15:00
20201176,NSW & ACT,6,2020,Thursday,17:00,Multiple,1,No,No,No,80,Major Cities of Australia,Blacktown,Collector Road,No,No,Weekday,Day,17:00
20203125,Qld,6,2020,Sunday,15:00,Multiple,2,No,No,No,80,Major Cities of Australia,Logan,Collector Road,No,No,Weekend,Day,15:00
20203168,Qld,6,2020,Saturday,15:00,Single,1,No,No,No,110,Remote Australia,Isaac,National or State Highway,No,No,Weekend,Day,15:00
20203232,Qld,6,2020,Tuesday,7:00,Multiple,1,No,Yes,No,60,Major Cities of Australia,Brisbane,National or State Highway,No,No,Weekday,Day,7:00
20203044,Qld,6,2020,Sunday,1:00,Single,2,No,No,No,70,Major Cities of Australia,Logan,Sub-Arterial Road,No,No,Weekend,Night,1:00
20203062,Qld,6,2020,Friday,17:00,Single,1,No,No,No,100,Remote Australia,Cassowary Coast,National or State Highway,No,No,Weekday,Day,17:00
20205031,WA,6,2020,Sunday,0:00,Single,1,No,No,No,70,Major Cities of Australia,Canning,Arterial Road,No,No,Weekend,Night,0:00
20207022,NT,6,2020,Sunday,10:00,Single,1,No,No,No,100,Remote Australia,Katherine,Sub-Arterial Road,No,No,Weekend,Day,10:00
20201151,NSW & ACT,6,2020,Thursday,19:00,Single,1,No,No,No,70,Major Cities of Australia,Liverpool,National or State Highway,No,No,Weekday,Night,19:00
20201260,NSW & ACT,6,2020,Monday,13:00,Multiple,1,No,No,No,80,Inner Regional Australia,Mid-Coast,Arterial Road,No,No,Weekday,Day,13:00
20201034,NSW & ACT,6,2020,Thursday,22:00,Single,1,No,No,No,60,Major Cities of Australia,Blacktown,Collector Road,No,No,Weekday,Night,22:00
20201074,NSW & ACT,6,2020,Wednesday,15:00,Single,1,No,No,No,40,Major Cities of Australia,Northern Beaches,Local Road,No,No,Weekday,Day,15:00
20202096,Vic,6,2020,Saturday,9:00,Multiple,2,No,No,No,100,Inner Regional Australia,Wangaratta,Arterial Road,No,No,Weekend,Day,9:00
20203117,Qld,6,2020,Monday,9:00,Single,1,No,No,No,50,Inner Regional Australia,Scenic Rim,Sub-Arterial Road,No,No,Weekday,Day,9:00
20203178,Qld,6,2020,Monday,0:00,Single,1,No,No,No,80,Major Cities of Australia,Logan,Sub-Arterial Road,No,No,Weekend,Night,0:00
20203236,Qld,6,2020,Tuesday,9:00,Multiple,1,No,No,No,80,Inner Regional Australia,Fraser Coast,National or State Highway,No,No,Weekday,Day,9:00
20203088,Qld,6,2020,Friday,22:00,Single,1,No,No,No,70,Major Cities of Australia,Brisbane,Collector Road,No,No,Weekend,Night,22:00
20205126,WA,6,2020,Friday,21:00,Single,1,No,No,No,60,Major Cities of Australia,Mandurah,Local Road,No,No,Weekend,Night,21:00
20201200,NSW & ACT,6,2020,Friday,19:00,Single,1,No,No,No,110,Inner Regional Australia,Wingecarribee,National or State Highway,No,No,Weekend,Night,19:00
20201214,NSW & ACT,6,2020,Friday,16:00,Multiple,1,No,No,No,80,Inner Regional Australia,Blue Mountains,National or State Highway,No,No,Weekday,Day,16:00
20201242,NSW & ACT,6,2020,Saturday,13:00,Multiple,1,No,No,No,60,Major Cities of Australia,Canterbury-Bankstown,Arterial Road,No,No,Weekend,Day,13:00
20201250,NSW & ACT,6,2020,Sunday,15:00,Single,1,No,No,No,50,Major Cities of Australia,Penrith,Local Road,No,No,Weekend,Day,15:00
20203198,Qld,6,2020,Wednesday,5:00,Single,1,No,No,No,50,Major Cities of Australia,Sunshine Coast,Local Road,No,No,Weekday,Night,5:00
20203221,Qld,6,2020,Saturday,12:00,Single,1,No,No,No,80,Remote Australia,Whitsunday,Unknown,No,No,Weekend,Day,12:00
20205120,WA,6,2020,Tuesday,3:00,Single,1,No,No,No,100,Inner Regional Australia,Murray,Arterial Road,No,No,Weekday,Night,3:00
20207024,NT,6,2020,Monday,19:00,Multiple,1,No,No,No,100,Outer Regional Australia,Litchfield,Sub-Arterial Road,No,No,Weekday,Night,19:00
20201107,NSW & ACT,6,2020,Thursday,3:00,Multiple,1,No,No,Yes,80,Inner Regional Australia,Shoalhaven,National or State Highway,No,No,Weekday,Night,3:00
20201033,NSW & ACT,6,2020,Sunday,17:00,Multiple,1,No,No,No,80,Major Cities of Australia,Blue Mountains,National or State Highway,No,No,Weekend,Day,17:00
20202195,Vic,6,2020,Friday,15:00,Multiple,1,No,No,No,80,Major Cities of Australia,Nillumbik,Arterial Road,No,No,Weekday,Day,15:00
20202092,Vic,6,2020,Wednesday,11:00,Single,1,No,No,No,60,Major Cities of Australia,Monash,Arterial Road,No,No,Weekday,Day,11:00
20204080,SA,6,2020,Tuesday,10:00,Single,1,No,No,No,50,Outer Regional Australia,Whyalla,Local Road,No,No,Weekday,Day,10:00
20201143,NSW & ACT,6,2020,Tuesday,17:00,Single,1,No,No,No,60,Major Cities of Australia,Blacktown,Arterial Road,No,No,Weekday,Day,17:00
20202127,Vic,6,2020,Wednesday,17:00,Multiple,1,No,No,No,60,Major Cities of Australia,Greater Dandenong,Arterial Road,No,No,Weekday,Day,17:00
20201051,NSW & ACT,6,2020,Sunday,0:00,Single,1,No,No,No,80,Outer Regional Australia,Gunnedah,Sub-Arterial Road,No,No,Weekend,Night,0:00
20202155,Vic,6,2020,Sunday,14:00,Single,1,No,No,No,100,Outer Regional Australia,Wangaratta,Arterial Road,No,No,Weekend,Day,14:00
20202090,Vic,6,2020,Thursday,16:00,Multiple,1,No,No,No,60,Inner Regional Australia,Latrobe (Vic.),Local Road,No,No,Weekday,Day,16:00
20202140,Vic,6,2020,Saturday,12:00,Multiple,1,No,No,No,100,Major Cities of Australia,Cardinia,Arterial Road,No,No,Weekend,Day,12:00
20202022,Vic,6,2020,Friday,9:00,Single,1,No,No,No,40,Major Cities of Australia,Yarra,Arterial Road,No,No,Weekday,Day,9:00
20202073,Vic,6,2020,Tuesday,18:00,Single,1,No,No,No,50,Major Cities of Australia,Banyule,Collector Road,No,No,Weekday,Night,18:00
20201208,NSW & ACT,5,2020,Tuesday,13:00,Multiple,1,No,No,No,50,Major Cities of Australia,Liverpool,Local Road,No,No,Weekday,Day,13:00
20203143,Qld,5,2020,Sunday,11:00,Single,1,No,No,No,100,Inner Regional Australia,South Burnett,Local Road,No,No,Weekend,Day,11:00
20203209,Qld,5,2020,Wednesday,13:00,Multiple,1,No,Yes,No,70,Outer Regional Australia,Townsville,National or State Highway,No,No,Weekday,Day,13:00
20203241,Qld,5,2020,Wednesday,13:00,Single,1,No,No,No,100,Outer Regional Australia,North Burnett,National or State Highway,No,No,Weekday,Day,13:00
20203079,Qld,5,2020,Sunday,11:00,Multiple,1,No,No,Yes,80,Inner Regional Australia,Toowoomba,National or State Highway,No,No,Weekend,Day,11:00
20205042,WA,5,2020,Wednesday,16:00,Multiple,1,No,No,No,70,Major Cities of Australia,Joondalup,Arterial Road,No,No,Weekday,Day,16:00
20205087,WA,5,2020,Tuesday,6:00,Multiple,1,No,No,No,60,Major Cities of Australia,Swan,Local Road,No,No,Weekday,Day,6:00
20206026,Tas,5,2020,Monday,5:00,Single,1,No,No,Yes,100,Outer Regional Australia,Tasman,National or State Highway,No,No,Weekend,Night,5:00
20207001,NT,5,2020,Sunday,12:00,Single,1,No,No,No,60,Very Remote Australia,Barkly,Access Road,No,No,Weekend,Day,12:00
20201099,NSW & ACT,5,2020,Saturday,13:00,Single,1,No,No,No,110,Remote Australia,Wentworth,National or State Highway,No,No,Weekend,Day,13:00
20202142,Vic,5,2020,Tuesday,3:00,Single,1,No,No,No,100,Inner Regional Australia,Campaspe,Arterial Road,No,No,Weekday,Night,3:00
20202161,Vic,5,2020,Thursday,23:00,Single,1,No,No,No,100,Outer Regional Australia,West Wimmera,Sub-Arterial Road,No,No,Weekday,Night,23:00
20203244,Qld,5,2020,Saturday,1:00,Single,1,No,No,No,60,Major Cities of Australia,Sunshine Coast,Local Road,No,No,Weekend,Night,1:00
20205104,WA,5,2020,Saturday,16:00,Single,1,No,No,No,110,Very Remote Australia,Broome,Local Road,No,No,Weekend,Day,16:00
20205093,WA,5,2020,Friday,19:00,Multiple,2,No,No,No,80,Major Cities of Australia,Mundaring,Local Road,No,No,Weekend,Night,19:00
20205001,WA,5,2020,Thursday,16:00,Single,1,No,No,No,110,Outer Regional Australia,Wandering,Arterial Road,No,No,Weekday,Day,16:00
20206013,Tas,5,2020,Wednesday,16:00,Single,1,No,No,No,50,Inner Regional Australia,Glenorchy,Local Road,No,No,Weekday,Day,16:00
20201106,NSW & ACT,5,2020,Thursday,16:00,Single,1,No,No,No,50,Inner Regional Australia,Eurobodalla,Local Road,No,No,Weekday,Day,16:00
20201190,NSW & ACT,5,2020,Thursday,16:00,Multiple,1,No,Yes,No,70,Outer Regional Australia,Tenterfield,Arterial Road,No,No,Weekday,Day,16:00
20201038,NSW & ACT,5,2020,Friday,18:00,Single,1,No,No,No,100,Inner Regional Australia,Bathurst,Access Road,No,No,Weekend,Night,18:00
20203066,Qld,5,2020,Sunday,18:00,Single,1,No,No,No,80,Very Remote Australia,Mornington,Local Road,No,No,Weekend,Night,18:00
20204032,SA,5,2020,Thursday,17:00,Multiple,1,No,No,No,100,Inner Regional Australia,Clare and Gilbert Valleys,Collector Road,No,No,Weekday,Day,17:00
20205067,WA,5,2020,Friday,23:00,Single,1,No,No,No,50,Major Cities of Australia,Wanneroo,Local Road,No,No,Weekend,Night,23:00
20205098,WA,5,2020,Thursday,17:00,Multiple,2,No,No,No,110,Remote Australia,Esperance,Arterial Road,No,No,Weekday,Day,17:00
20201134,NSW & ACT,5,2020,Saturday,23:00,Multiple,1,No,No,No,110,Major Cities of Australia,Campbelltown (NSW),National or State Highway,No,No,Weekend,Night,23:00
20201144,NSW & ACT,5,2020,Monday,20:00,Single,2,No,No,Yes,80,Inner Regional Australia,Richmond Valley,National or State Highway,No,No,Weekday,Night,20:00
20201213,NSW & ACT,5,2020,Friday,14:00,Multiple,1,No,No,No,60,Major Cities of Australia,Randwick,Arterial Road,No,No,Weekday,Day,14:00
20201095,NSW & ACT,5,2020,Thursday,16:00,Multiple,2,No,No,No,80,Major Cities of Australia,Sutherland,Arterial Road,No,No,Weekday,Day,16:00
20202143,Vic,5,2020,Wednesday,5:00,Single,1,No,No,No,100,Inner Regional Australia,Campaspe,Sub-Arterial Road,No,No,Weekday,Night,5:00
20202017,Vic,5,2020,Monday,18:00,Single,1,No,No,No,50,Major Cities of Australia,Maroondah,Local Road,No,No,Weekday,Night,18:00
20202074,Vic,5,2020,Monday,6:00,Multiple,1,No,No,No,60,Major Cities of Australia,Maribyrnong,Local Road,No,No,Weekday,Day,6:00
20202006,Vic,5,2020,Tuesday,17:00,Single,1,No,No,No,50,Major Cities of Australia,Greater Geelong,Local Road,No,No,Weekday,Day,17:00
20203161,Qld,5,2020,Monday,8:00,Single,1,No,No,No,100,Outer Regional Australia,Cairns,Local Road,No,No,Weekday,Day,8:00
20203080,Qld,5,2020,Thursday,20:00,Single,1,No,No,No,50,Outer Regional Australia,Burdekin,Local Road,No,No,Weekday,Night,20:00
20203082,Qld,5,2020,Tuesday,14:00,Multiple,1,No,No,No,60,Major Cities of Australia,Moreton Bay,Sub-Arterial Road,No,No,Weekday,Day,14:00
20204078,SA,5,2020,Sunday,17:00,Single,1,No,No,No,40,Major Cities of Australia,Charles Sturt,Local Road,No,No,Weekend,Day,17:00
20201173,NSW & ACT,5,2020,Wednesday,22:00,Multiple,1,No,Yes,No,100,Inner Regional Australia,Richmond Valley,Arterial Road,No,No,Weekday,Night,22:00
20201248,NSW & ACT,5,2020,Saturday,17:00,Single,1,No,No,No,50,Inner Regional Australia,Port Macquarie-Hastings,Local Road,No,No,Weekend,Day,17:00
20202069,Vic,5,2020,Saturday,2:00,Single,1,No,No,No,100,Inner Regional Australia,Greater Bendigo,National or State Highway,No,No,Weekend,Night,2:00
20203146,Qld,5,2020,Thursday,18:00,Single,3,No,No,No,100,Outer Regional Australia,Western Downs,Sub-Arterial Road,No,No,Weekday,Night,18:00
20203216,Qld,5,2020,Thursday,16:00,Multiple,1,No,No,No,60,Inner Regional Australia,Rockhampton,National or State Highway,No,No,Weekday,Day,16:00
20203242,Qld,5,2020,Sunday,8:00,Single,1,No,No,No,80,Very Remote Australia,Northern Peninsula Area,Unknown,No,No,Weekend,Day,8:00
20204021,SA,5,2020,Friday,19:00,Multiple,2,No,No,No,80,Major Cities of Australia,Playford,National or State Highway,No,No,Weekend,Night,19:00
20204067,SA,5,2020,Tuesday,2:00,Single,1,No,No,No,80,Outer Regional Australia,Renmark Paringa,National or State Highway,No,No,Weekday,Night,2:00
20205081,WA,5,2020,Friday,7:00,Multiple,1,No,No,No,70,Major Cities of Australia,Rockingham,Local Road,No,No,Weekday,Day,7:00
20201154,NSW & ACT,5,2020,Saturday,15:00,Multiple,2,No,No,Yes,60,Inner Regional Australia,Snowy Valleys,National or State Highway,No,No,Weekend,Day,15:00
20201234,NSW & ACT,5,2020,Sunday,23:00,Multiple,1,No,No,No,50,Major Cities of Australia,Wollongong,Local Road,No,No,Weekend,Night,23:00
20202112,Vic,5,2020,Wednesday,15:00,Single,1,No,No,No,100,Inner Regional Australia,Greater Bendigo,Arterial Road,No,No,Weekday,Day,15:00
20203177,Qld,5,2020,Saturday,13:00,Multiple,1,No,No,No,60,Inner Regional Australia,Fraser Coast,Local Road,No,No,Weekend,Day,13:00
20203199,Qld,5,2020,Saturday,2:00,Single,1,No,No,No,100,Major Cities of Australia,Moreton Bay,National or State Highway,No,No,Weekend,Night,2:00
20205100,WA,5,2020,Tuesday,15:00,Single,1,No,No,No,110,Inner Regional Australia,Wanneroo,Local Road,No,No,Weekday,Day,15:00
20205127,WA,5,2020,Friday,20:00,Multiple,2,No,No,No,80,Major Cities of Australia,Rockingham,National or State Highway,No,No,Weekend,Night,20:00
20205035,WA,5,2020,Tuesday,7:00,Single,1,No,No,No,110,Outer Regional Australia,Cuballing,Local Road,No,No,Weekday,Day,7:00
20201130,NSW & ACT,5,2020,Sunday,2:00,Single,1,No,No,No,100,Outer Regional Australia,Greater Hume,Arterial Road,No,No,Weekend,Night,2:00
20201018,NSW & ACT,5,2020,Sunday,16:00,Single,1,No,No,No,100,Inner Regional Australia,Junee,Sub-Arterial Road,No,No,Weekend,Day,16:00
20201050,NSW & ACT,5,2020,Saturday,12:00,Multiple,1,No,No,No,50,Major Cities of Australia,Liverpool,Local Road,No,No,Weekend,Day,12:00
20201077,NSW & ACT,5,2020,Saturday,11:00,Single,1,No,No,No,50,Major Cities of Australia,North Sydney,Collector Road,No,No,Weekend,Day,11:00
20203126,Qld,5,2020,Saturday,10:00,Multiple,1,No,Yes,No,50,Major Cities of Australia,Logan,Local Road,No,No,Weekend,Day,10:00
20203138,Qld,5,2020,Wednesday,18:00,Single,1,No,No,No,80,Very Remote Australia,Barcaldine,Local Road,No,No,Weekday,Night,18:00
20203214,Qld,5,2020,Saturday,19:00,Single,1,No,No,No,50,Outer Regional Australia,South Burnett,Local Road,No,No,Weekend,Night,19:00
20203246,Qld,5,2020,Thursday,2:00,Single,1,No,No,Yes,100,Inner Regional Australia,Rockhampton,National or State Highway,No,No,Weekday,Night,2:00
20203055,Qld,5,2020,Monday,10:00,Multiple,1,No,No,Yes,80,Inner Regional Australia,Scenic Rim,National or State Highway,No,No,Weekday,Day,10:00
20203074,Qld,5,2020,Friday,15:00,Multiple,1,No,No,No,100,Inner Regional Australia,Rockhampton,National or State Highway,No,No,Weekday,Day,15:00
20205005,WA,5,2020,Wednesday,14:00,Multiple,1,No,No,No,80,Major Cities of Australia,Mundaring,Arterial Road,No,No,Weekday,Day,14:00
20204028,SA,5,2020,Saturday,15:00,Multiple,2,No,No,No,100,Inner Regional Australia,Alexandrina,National or State Highway,No,No,Weekend,Day,15:00
20202078,Vic,5,2020,Saturday,7:00,Multiple,1,No,No,No,70,Major Cities of Australia,Wyndham,National or State Highway,No,No,Weekend,Day,7:00
20202128,Vic,5,2020,Thursday,15:00,Single,2,No,No,No,100,Inner Regional Australia,Wellington,Arterial Road,No,No,Weekday,Day,15:00
20202148,Vic,5,2020,Sunday,17:00,Multiple,1,No,No,No,60,Major Cities of Australia,Bayside (Vic.),Arterial Road,No,No,Weekend,Day,17:00
20202163,Vic,5,2020,Wednesday,4:00,Single,1,No,No,No,100,Major Cities of Australia,Cardinia,Sub-Arterial Road,No,No,Weekday,Night,4:00
20202016,Vic,5,2020,Tuesday,22:00,Single,1,No,No,No,80,Major Cities of Australia,Monash,National or State Highway,No,No,Weekday,Night,22:00
20202110,Vic,5,2020,Sunday,4:00,Single,1,No,No,No,80,Inner Regional Australia,Moorabool,Arterial Road,No,No,Weekend,Night,4:00
20201119,NSW & ACT,4,2020,Tuesday,16:00,Single,1,No,No,No,50,Major Cities of Australia,Penrith,Collector Road,No,No,Weekday,Day,16:00
20201216,NSW & ACT,4,2020,Wednesday,5:00,Single,1,No,No,No,60,Major Cities of Australia,Liverpool,Local Road,No,No,Weekday,Night,5:00
20201040,NSW & ACT,4,2020,Wednesday,6:00,Single,1,No,No,No,60,Major Cities of Australia,Cessnock,Arterial Road,No,No,Weekday,Day,6:00
20201070,NSW & ACT,4,2020,Thursday,12:00,Multiple,1,No,No,Yes,90,Major Cities of Australia,Parramatta,National or State Highway,No,No,Weekday,Day,12:00
20201008,NSW & ACT,4,2020,Saturday,13:00,Single,1,No,No,No,100,Inner Regional Australia,Byron,Access Road,No,No,Weekend,Day,13:00
20202129,Vic,4,2020,Thursday,13:00,Multiple,1,No,No,No,100,Major Cities of Australia,Yarra Ranges,National or State Highway,No,No,Weekday,Day,13:00
20203134,Qld,4,2020,Sunday,1:00,Single,1,No,No,No,80,Major Cities of Australia,Logan,Local Road,No,No,Weekend,Night,1:00
20203014,Qld,4,2020,Wednesday,18:00,Single,1,No,No,No,50,Remote Australia,Mount Isa,Sub-Arterial Road,No,No,Weekday,Night,18:00
20204026,SA,4,2020,Thursday,11:00,Multiple,1,No,No,No,80,Inner Regional Australia,Mount Barker,Local Road,No,No,Weekday,Day,11:00
20204083,SA,4,2020,Wednesday,19:00,Single,1,No,No,No,100,Very Remote Australia,Wudinna,Local Road,No,No,Weekday,Night,19:00
20205117,WA,4,2020,Sunday,2:00,Single,1,No,No,No,110,Very Remote Australia,Ngaanyatjarraku,Arterial Road,No,No,Weekend,Night,2:00
20205122,WA,4,2020,Friday,17:00,Single,1,No,No,No,110,Outer Regional Australia,Nannup,Arterial Road,No,Yes,Weekday,Day,17:00
20206025,Tas,4,2020,Tuesday,20:00,Single,1,No,No,No,100,Outer Regional Australia,Circular Head,Local Road,No,No,Weekday,Night,20:00
20201202,NSW & ACT,4,2020,Monday,15:00,Multiple,1,No,No,No,80,Inner Regional Australia,Lismore,National or State Highway,No,No,Weekday,Day,15:00
20201041,NSW & ACT,4,2020,Thursday,12:00,Multiple,1,No,Yes,No,60,Major Cities of Australia,Inner West,National or State Highway,No,No,Weekday,Day,12:00
20202193,Vic,4,2020,Friday,6:00,Multiple,1,No,No,No,100,Major Cities of Australia,Frankston,National or State Highway,No,No,Weekday,Day,6:00
20202023,Vic,4,2020,Monday,4:00,Single,1,No,No,No,100,Inner Regional Australia,Mitchell,Arterial Road,No,No,Weekend,Night,4:00
20203107,Qld,4,2020,Sunday,17:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,North Burnett,National or State Highway,No,Yes,Weekend,Day,17:00
20203053,Qld,4,2020,Friday,0:00,Single,1,No,No,No,50,Outer Regional Australia,Townsville,Local Road,No,No,Weekday,Night,0:00
20204084,SA,4,2020,Saturday,13:00,Multiple,2,No,No,No,60,Major Cities of Australia,Unley,Arterial Road,No,No,Weekend,Day,13:00
20204008,SA,4,2020,Friday,20:00,Single,1,No,No,No,80,Major Cities of Australia,Salisbury,Local Road,No,No,Weekend,Night,20:00
